Business Name,What they do (primary category),All place types,Location (address),Website,Place ID
John Muir Health Wound Care Center,Medical Clinic,"medical_clinic, health, point_of_interest, establishment","240 La Casa Via #200, Walnut Creek, CA 94598, USA",https://www.johnmuirhealth.com/services/wound-care.html,ChIJ5bs410pghYARu0R7JrZsQJc
Castle Rock Youth Sports Park,Park,"park, tourist_attraction, sports_activity_location, point_of_interest, establishment","870 Hutchinson Rd, Walnut Creek, CA 94598, USA",,ChIJa4xEJxRghYARQ1Hv6ck96Vo
Eagle Peak Montessori School,School,"school, educational_institution, government_office, point_of_interest, establishment","800 Hutchinson Rd, Walnut Creek, CA 94598, USA",http://www.eaglepeakmontessori.org/,ChIJ5QdaGRRghYAR9YX-E3aFcyw
Dianne Adair Day Care at Eagle Peak,Child Care Agency,"child_care_agency, point_of_interest, service, establishment","800 Hutchinson Rd, Walnut Creek, CA 94598, USA",http://www.dianneadair.org/,ChIJgQuiu15hhYAR8UGzKM0THVE
Castle Rock Sports Fields,Sports Complex,"sports_complex, sports_activity_location, point_of_interest, establishment","800 Hutchinson Rd, Walnut Creek, CA 94596, USA",http://www.ci.walnut-creek.ca.us/,ChIJrQlaGRRghYARr2rK7-vL57Y
Northgate Park,Park,"park, tourist_attraction, point_of_interest, establishment","2871 Bowling Green Dr, Walnut Creek, CA 94598, USA",http://www.walnut-creek.org/Home/Components/FacilityDirectory/FacilityDirectory/76/665,ChIJtdI61xZghYARRnm2hBC-lio
QuantumMedia,Services,"point_of_interest, service, establishment","820 Snyder Ln, Walnut Creek, CA 94598, USA",,ChIJhW7UBZBhhYAR3xQ9byEF8Oc
Floorscapes Quality Hardwood Flooring,General Contractor,"furniture_store, home_improvement_store, general_contractor, home_goods_store, point_of_interest, store, service, manufacturer, establishment","2871 Bowling Green Dr, Walnut Creek, CA 94598, USA",https://www.floorscapeshardwoodflooring.com/,ChIJZWBtOBFghYARumnZrd6qrbc
Northgate HS Tennis Courts,Tennis Court,"tennis_court, athletic_field, sports_activity_location, point_of_interest, establishment","1000 Hutchinson Rd, Walnut Creek, CA 94598, USA",,ChIJwXR3-xZghYARd1Igcl0KExA
Sunny Smiles Bay Area,Non-Profit Organization,"non_profit_organization, point_of_interest, association_or_organization, establishment","425 Castle Rock Rd, Walnut Creek, CA 94598, USA",,ChIJSfgJ_bVhhYARWksWomh1hrs
Northgate High School,High school,"secondary_school, school, educational_institution, point_of_interest, establishment","425 Castle Rock Rd, Walnut Creek, CA 94598, USA",https://northgatehighschool.org/,ChIJ2RGVyxBghYARIVdCl1dZjls
Northgate High School Pool,Swimming Pool,"swimming_pool, sports_activity_location, point_of_interest, establishment","Unnamed Road, Walnut Creek, CA 94598, USA",,ChIJ6wV8wuphhYARY0fcejC5D7U
RoofStar RoofStarRoofing,Building Materials Store,"building_materials_store, point_of_interest, store, establishment","207 Castle Rock Rd, Walnut Creek, CA 94598, USA",,ChIJEzIrY01hhYAR0ZtOywcd3fU
Global Galaxie Travel,Travel Agency,"travel_agency, point_of_interest, service, establishment","838 Stonehaven Dr, Walnut Creek, CA 94598, USA",http://globalgalaxie.com/,ChIJMZm6xRNghYAR9gAUXuQIggo
"Michael Ein, Md",Doctor,"doctor, health, point_of_interest, establishment","2645 Comistas Dr, Walnut Creek, CA 94598, USA",,ChIJ__8vZT1ghYAR6Y9VOy6HwlA
SuperDoc,Medical Clinic,"medical_clinic, health, point_of_interest, establishment","Comanche Ct, Walnut Creek, CA 94598, USA",,ChIJxxZXmwJhhYARWykgj3ch-vw
Trails End Path,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Trails End Dr, Walnut Creek, CA 94598, USA",,ChIJgf6Ve31hhYARrjEGYda96jY
Creative Hearts Day Care,Child Care Agency,"preschool, school, child_care_agency, educational_institution, point_of_interest, service, establishment","914 Piute Ct, Walnut Creek, CA 94598, USA",http://creativeheartacademy.com/,ChIJd89fkeZhhYARF3QbBitO67I
IronRoof IronRoofRoofing,Roofing Contractor,"roofing_contractor, point_of_interest, service, establishment","2536 Comistas Dr, Walnut Creek, CA 94598, USA",,ChIJa855vyRhhYARFXSe4QdxgjU
Contra Costa Fire - Station 7,Fire Station,"fire_station, government_office, point_of_interest, service, establishment","1050 Walnut Ave, Walnut Creek, CA 94598, USA",http://www.cccfpd.org/,ChIJfzjEDUBghYARZARZsg8Xeek
Newly-built guesthouse with complete privacy,Lodging,"lodging, point_of_interest, establishment","Walnut Creek, CA 94598, USA",,ChIJW-tQTxpghYARN0xHLA2mvHE
Sunny Hill Farm,Pet Boarding Service,"stable, pet_boarding_service, pet_care, point_of_interest, service, establishment","720 N Gate Rd, Walnut Creek, CA 94598, USA",http://shfarm.com/,ChIJB40NgAdghYAR4-cyBU042RA
Engage Oncology,Medical Clinic,"medical_clinic, health, point_of_interest, establishment","3712 Northgate Woods Ct, Walnut Creek, CA 94598, USA",,ChIJ0Vik-QdghYARfRhWEHW8tgw
Chateau DiFilippo,Association / Organization,"association_or_organization, point_of_interest, establishment","777 N Gate Rd, Walnut Creek, CA 94598, USA",,ChIJpeOHkKJhhYARKHLMjfFB5WY
Shadowbrook Winery,Winery,"winery, farm, manufacturer, food, point_of_interest, service, establishment","1 Meritage Lane, Walnut Creek, CA 94598, USA",https://shadowbrookwinery.com/,ChIJG6dqHwdghYAR5_j0DD3E-R4
Wunderbar's Pet Hotel,Pet Boarding Service,"pet_boarding_service, pet_care, point_of_interest, service, establishment","695 N Gate Rd, Walnut Creek, CA 94598, USA",http://wunderbarspethotelinc.com/,ChIJReRZIAZghYARZxc65n5PnJk
Bright Future Farms,Sports Activity Location,"sports_activity_location, point_of_interest, establishment","950 N Gate Rd, Walnut Creek, CA 94598, USA",https://brightfuturesporthorse.com/,ChIJnbtx855hhYAR_lnj6V4KN_E
Star K9 Agility and Training,Services,"pet_care, point_of_interest, service, establishment","695 N Gate Rd, Walnut Creek, CA 94598, USA",http://stark9agility.com/,ChIJ9Ub99cNhhYARIwv-yJdznYM
Bryerly Farms,Sports Activity Location,"sports_activity_location, point_of_interest, establishment","1180 N Gate Rd, Walnut Creek, CA 94598, USA",https://bryerlyfarms.wordpress.com/,ChIJAdzBnABghYARjR-_AJQeEbo
McLan Accounting Services,Services,"point_of_interest, service, establishment","4180 Arbolado Dr, Walnut Creek, CA 94598, USA",,ChIJIcPweThfhYARDaobDjQsRqA
Mayo Robert w MD,Doctor,"doctor, health, point_of_interest, establishment","4225 Arbolado Dr, Walnut Creek, CA 94598, USA",,ChIJUdiv7glghYARE8jp5TV08_0
Bowman Design,Services,"point_of_interest, service, establishment","710 Quail Crest Dr, Walnut Creek, CA 94598, USA",https://www.evbowdsgn.com/contact,ChIJVVVxB-JfhYARt24y4qqjNuI
Health Focus Products,Health,"health, point_of_interest, local_government_office, government_office, establishment","3717 Waterford Ln, Walnut Creek, CA 94598, USA",,ChIJdWpE2AtghYARvzUHbfA4VT0
Northgate Equestrian Center,Pet Boarding Service,"stable, pet_boarding_service, pet_care, point_of_interest, service, establishment","1025 Trails End Dr, Walnut Creek, CA 94598, USA",,ChIJbwMcMwBhhYAROBgs6ve1QGY
You Luckie Dog Kennels and Cat House,Pet Boarding Service,"pet_boarding_service, pet_care, point_of_interest, service, establishment","1240 N Gate Rd, Walnut Creek, CA 94598, USA",https://www.youluckiedog.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3273021533229559293,ChIJ-86SxmZhhYARZmsBlLYO_ic
Mt. Diablo Pet Care,Pet Boarding Service,"pet_boarding_service, pet_care, point_of_interest, establishment","1240 N Gate Rd, Walnut Creek, CA 94598, USA",http://mtdiablopetcare.com/,ChIJO1YQEGRhhYARrTM9IcEj7MI
Northgate Clubhouse,Association / Organization,"association_or_organization, point_of_interest, service, establishment","1025 Trails End Dr, Walnut Creek, CA 94598, USA",,ChIJnV2WvgVghYARoKfasuw4GR4
Gray Earl L,Services,"point_of_interest, service, establishment","3564 Eris Ct, Walnut Creek, CA 94598, USA",,ChIJCwnsng5ghYARvalV0Ny-mmc
DeVito Equestrian Center,Pet Boarding Service,"stable, pet_boarding_service, pet_care, point_of_interest, service, establishment","3775 Arbolado Dr, Walnut Creek, CA 94598, USA",http://devitoequestriancenter.com/,ChIJPbIi7gpghYARs7_P51rQVT4
Starlight Tai Chi,Sports School,"sports_school, health, sports_activity_location, point_of_interest, establishment","3120 Hackney Ln, Walnut Creek, CA 94596, USA",http://starlighttaichi.com/,ChIJYwv5nFFghYARa4WTfJGHtUQ
"Blades of Glory, Synthetic Lawns & Putting Greens",General Contractor,"general_contractor, point_of_interest, service, establishment","3875 Arbolado Dr, Walnut Creek, CA 94598, USA",http://www.bladesofglory.co/,ChIJidt5NblfhYAR0wqP9qiLx5o
Mangini Ranch Educational Preserve,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","5318 Crystyl Ranch Dr, Concord, CA 94521, USA",https://savemountdiablo.org/,ChIJOR86lNJfhYAR871tWIJShlY
Paraiso Trail Head,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Unnamed Road, Walnut Creek, CA 94598, USA",,ChIJA8Nrn7xfhYARyD70hsOwUtA
